month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating Load [kwh],Cooling load [kwh]
4,2,10,3.8,29,23,72,0.264,8,66,268.35,113.1
4,2,11,3.8,30,21,62,0.294,10,66,243.73,126
4,2,12,4.2,24,20,77,0.324,13,66,154.70,111.6
4,2,13,3.9,13,22,77,0.294,14,66,95.09,62.4
4,2,14,3.3,14,23,64,0.264,14,66,125.11,67.2
4,2,15,3.4,18,22,66,0.234,13,66,158.44,83.7
4,2,16,4.3,22,23,62,0.204,12,66,166.33,99
4,2,17,4.0,17,24,69,0.174,10,66,151.84,71.4
4,2,18,3.8,6,23,62,0,8,66,62.93,23.4
4,2,19,3.4,22,22,63,0,6,66,263.41,79.2
4,2,20,3.9,29,17,77,0,3,66,292.43,91.35
4,2,21,3.4,5,16,65,0,0,66,59.71,13.5
4,2,22,4.0,13,16,78,0,-2,66,139.81,31.2
4,2,23,3.9,10,19,72,0,-3,66,118.79,22.5
4,2,24,3.3,10,16,80,0,-5,66,138.95,19.5
4,3,1,4.3,22,16,73,0,-6,66,237.30,39.6
4,3,2,3.9,11,19,71,0,-4,66,133.08,23.1
4,3,3,3.4,30,17,71,0,-2,66,384.22,72
4,3,4,3.7,9,18,69,0,-2,66,107.87,21.6
4,3,5,4.1,30,19,78,0,0,66,321.42,81
4,3,6,4.3,24,16,64,0,1,66,221.84,68.4
4,3,7,4.3,14,16,70,0.174,2,66,116.50,42
4,3,8,3.7,7,23,73,0.204,4,66,75.57,23.1
4,3,9,4.3,22,24,77,0.234,6,66,198.05,79.2
4,3,10,4.1,20,24,80,0.264,8,66,178.09,78
4,3,11,4.1,19,22,71,0.294,10,66,147.53,79.8
4,3,12,3.4,27,22,61,0.324,13,66,226.83,125.55
4,3,13,3.8,5,23,72,0.294,14,66,38.37,24
4,3,14,4.1,2,24,79,0.264,14,66,15.12,9.6
4,3,15,4.1,11,20,71,0.234,13,66,76.15,51.15
4,3,16,3.4,10,20,62,0.204,12,66,87.59,45
4,3,17,3.9,2,23,67,0.174,10,66,17.80,8.4
4,3,18,3.7,11,20,64,0,8,66,110.05,42.9
4,3,19,3.3,25,21,68,0,6,66,301.10,90
4,3,20,3.8,15,19,73,0,3,66,161.56,47.25
4,3,21,3.6,10,18,71,0,0,66,118.43,27
4,3,22,3.5,30,18,63,0,-2,66,380.10,72
4,3,23,3.5,3,17,70,0,-3,66,38.06,6.75
4,3,24,3.4,3,17,80,0,-5,66,41.26,5.85
4,4,1,3.4,29,18,66,0,-6,66,407.86,52.2
4,4,2,3.5,17,18,78,0,-4,66,226.61,35.7
4,4,3,3.3,22,18,63,0,-2,66,295.64,52.8
4,4,4,3.3,10,18,68,0,-2,66,134.21,24
4,4,5,4.3,27,17,64,0,0,66,260.98,72.9
4,4,6,3.3,5,19,78,0,1,66,65.18,14.25
4,4,7,3.3,17,19,69,0.174,2,66,198.10,51
4,4,8,3.4,17,24,80,0.204,4,66,206.18,56.1
4,4,9,3.3,13,20,75,0.234,6,66,137.74,46.8
4,4,10,3.5,25,23,61,0.264,8,66,250.78,97.5
4,4,11,4.0,15,20,79,0.294,10,66,114.20,63
4,4,12,3.9,13,21,67,0.324,13,66,91.45,60.45
4,4,13,3.8,24,23,63,0.294,14,66,183.16,115.2
4,4,14,3.6,3,21,76,0.264,14,66,23.42,14.4
4,4,15,3.7,5,22,75,0.234,13,66,41.11,23.25
4,4,16,3.9,6,20,72,0.204,12,66,45.99,27
4,4,17,3.5,20,24,68,0.174,10,66,203.84,84
4,4,18,4.2,1,21,67,0,8,66,9.02,3.9
4,4,19,3.6,4,24,76,0,6,66,47.68,14.4
4,4,20,3.7,7,19,71,0,3,66,77.22,22.05
4,4,21,3.8,29,18,79,0,0,66,328.71,78.3
4,4,22,3.9,10,19,71,0,-2,66,116.32,24
4,4,23,3.5,12,19,66,0,-3,66,157.71,27
4,4,24,3.6,2,17,71,0,-5,66,25.71,3.9
4,5,1,4.0,16,19,68,0,-6,66,195.35,28.8
4,5,2,4.1,27,19,63,0,-4,66,309.99,56.7
4,5,3,3.6,28,17,79,0,-2,66,342.08,67.2
4,5,4,3.8,28,16,78,0,-2,66,316.98,67.2
4,5,5,4.0,20,19,68,0,0,66,216.91,54
4,5,6,4.1,2,16,77,0,1,66,19.63,5.7
4,5,7,4.0,24,16,77,0.174,2,66,216.98,72
4,5,8,3.3,19,23,68,0.204,4,66,228.42,62.7
4,5,9,3.6,27,23,72,0.234,6,66,281.45,97.2
4,5,10,4.1,26,24,73,0.264,8,66,229.10,101.4
4,5,11,3.9,24,21,62,0.294,10,66,189.99,100.8
4,5,12,3.6,20,20,76,0.324,13,66,150.10,93
4,5,13,4.2,28,20,70,0.294,14,66,175.52,134.4
4,5,14,3.3,4,22,66,0.264,14,66,34.51,19.2
4,5,15,3.6,25,24,65,0.234,13,66,220.83,116.25
4,5,16,4.2,17,21,77,0.204,12,66,125.77,76.5
4,5,17,4.3,13,22,76,0.174,10,66,103.67,54.6
4,5,18,4.2,4,22,66,0,8,66,36.88,15.6
4,5,19,3.9,16,21,61,0,6,66,163.73,57.6
4,5,20,3.7,9,18,72,0,3,66,97.21,28.35
4,5,21,3.5,21,17,67,0,0,66,249.05,56.7
4,5,22,3.6,8,16,64,0,-2,66,94.38,19.2
4,5,23,3.4,24,16,69,0,-3,66,306.61,54
4,5,24,3.5,10,16,65,0,-5,66,128.99,19.5
4,6,1,3.4,16,16,61,0,-6,66,217.75,28.8
4,6,2,4.1,10,16,71,0,-4,66,108.43,21
4,6,3,4.1,22,16,72,0,-2,66,229.07,52.8
4,6,4,3.4,13,17,66,0,-2,66,165.45,31.2
4,6,5,3.3,25,17,74,0,0,66,317.36,67.5
4,6,6,4.3,10,16,61,0,1,66,92.81,28.5
4,6,7,3.4,18,16,76,0.174,2,66,191.17,54
4,6,8,3.7,11,23,80,0.204,4,66,119.89,36.3
4,6,9,3.6,7,24,67,0.234,6,66,74.21,25.2
4,6,10,4.1,28,23,67,0.264,8,66,238.28,109.2
4,6,11,3.5,27,21,71,0.294,10,66,238.58,113.4
4,6,12,4.0,14,22,66,0.324,13,66,99.02,65.1
4,6,13,4.1,8,20,62,0.294,14,66,51.37,38.4
4,6,14,3.8,2,21,63,0.264,14,66,14.59,9.6
4,6,15,3.8,15,24,61,0.234,13,66,126.39,69.75
4,6,16,3.3,4,20,74,0.204,12,66,36.36,18
4,6,17,3.8,26,23,66,0.174,10,66,237.11,109.2
4,6,18,4.2,7,20,64,0,8,66,61.70,27.3
4,6,19,3.8,20,20,80,0,6,66,207.85,72
4,6,20,4.3,12,16,72,0,3,66,106.45,37.8
4,6,21,3.9,4,18,72,0,0,66,43.79,10.8
4,6,22,3.5,1,18,66,0,-2,66,12.62,2.4
4,6,23,4.2,5,19,67,0,-3,66,54.83,11.25
4,6,24,3.5,7,19,74,0,-5,66,96.51,13.65
4,7,1,3.9,24,18,73,0,-6,66,296.62,43.2
4,7,2,3.4,30,16,71,0,-4,66,392.25,63
4,7,3,4.2,26,19,67,0,-2,66,279.47,62.4
4,7,4,4.3,10,19,67,0,-2,66,104.99,24
4,7,5,4.0,12,18,80,0,0,66,129.38,32.4
4,7,6,4.1,11,18,63,0,1,66,111.66,31.35
4,7,7,3.7,20,19,70,0.174,2,66,208.16,60
4,7,8,4.3,15,24,80,0.204,4,66,143.85,49.5
4,7,9,4.1,6,20,80,0.234,6,66,51.57,21.6
4,7,10,3.3,23,20,77,0.264,8,66,227.97,89.7
4,7,11,3.7,21,22,71,0.294,10,66,180.69,88.2
4,7,12,4.3,20,23,66,0.324,13,66,135.81,93
4,7,13,3.3,30,23,73,0.294,14,66,265.62,144
4,7,14,4.3,8,21,78,0.264,14,66,52.50,38.4
4,7,15,3.6,23,22,63,0.234,13,66,192.25,106.95
4,7,16,3.5,5,22,75,0.204,12,66,45.53,22.5
4,7,17,3.8,11,24,64,0.174,10,66,103.26,46.2
4,7,18,3.5,13,21,62,0,8,66,141.28,50.7
4,7,19,3.8,19,22,67,0,6,66,203.00,68.4
4,7,20,3.9,1,16,78,0,3,66,9.86,3.15
4,7,21,3.8,8,18,68,0,0,66,89.42,21.6
4,7,22,3.7,13,16,68,0,-2,66,149.23,31.2
4,7,23,3.7,5,18,69,0,-3,66,61.15,11.25
4,7,24,3.9,22,16,80,0,-5,66,258.67,42.9
4,8,1,3.3,25,19,72,0,-6,66,371.63,45
4,8,2,3.5,11,17,75,0,-4,66,143.26,23.1
4,8,3,4.0,29,17,62,0,-2,66,315.31,69.6
4,8,4,3.3,26,17,66,0,-2,66,340.94,62.4
4,8,5,4.3,26,17,72,0,0,66,252.63,70.2
4,8,6,4.3,4,18,78,0,1,66,39.17,11.4
4,8,7,4.1,21,18,77,0.174,2,66,194.54,63
4,8,8,3.7,19,23,70,0.204,4,66,204.29,62.7
4,8,9,3.4,19,21,78,0.234,6,66,201.38,68.4
4,8,10,3.6,1,23,75,0.264,8,66,9.81,3.9
4,8,11,3.3,17,20,66,0.294,10,66,153.23,71.4
4,8,12,3.9,5,23,72,0.324,13,66,37.86,23.25
4,8,13,3.5,5,21,72,0.294,14,66,39.06,24
4,8,14,3.4,23,20,64,0.264,14,66,181.05,110.4
4,8,15,4.0,17,21,70,0.234,13,66,124.25,79.05
4,8,16,4.0,11,23,60,0.204,12,66,89.70,49.5
4,8,17,3.6,19,21,67,0.174,10,66,173.59,79.8
4,8,18,3.3,9,23,64,0,8,66,108.40,35.1
4,8,19,3.3,12,21,65,0,6,66,144.33,43.2
4,8,20,3.6,7,16,67,0,3,66,73.64,22.05
4,8,21,4.3,8,16,63,0,0,66,75.74,21.6
4,8,22,3.7,1,17,67,0,-2,66,11.71,2.4
4,8,23,3.3,25,18,76,0,-3,66,345.73,56.25
4,8,24,4.3,14,16,76,0,-5,66,148.58,27.3
4,9,1,4.2,1,18,64,0,-6,66,11.41,1.8
4,9,2,3.5,2,19,74,0,-4,66,27.05,4.2
4,9,3,4.1,1,18,60,0,-2,66,10.86,2.4
4,9,4,3.9,12,19,64,0,-2,66,139.08,28.8
4,9,5,3.3,23,19,77,0,0,66,305.78,62.1
4,9,6,3.4,13,17,70,0,1,66,155.86,37.05
4,9,7,3.5,24,17,72,0.174,2,66,252.34,72
4,9,8,3.4,1,24,67,0.204,4,66,11.92,3.3
4,9,9,3.6,17,23,79,0.234,6,66,179.02,61.2
4,9,10,3.9,7,23,71,0.264,8,66,63.02,27.3
4,9,11,3.8,14,23,65,0.294,10,66,119.84,58.8
4,9,12,3.4,20,23,60,0.324,13,66,173.69,93
4,9,13,3.6,26,22,73,0.294,14,66,204.45,124.8
4,9,14,4.1,8,24,74,0.264,14,66,59.96,38.4
4,9,15,3.5,10,20,68,0.234,13,66,80.62,46.5
4,9,16,3.6,20,23,76,0.204,12,66,182.42,90
4,9,17,3.9,10,23,72,0.174,10,66,89.70,42
4,9,18,3.6,10,23,76,0,8,66,111.62,39
4,9,19,3.5,15,22,60,0,6,66,175.17,54
4,9,20,4.3,16,19,70,0,3,66,151.68,50.4
4,9,21,3.5,26,17,68,0,0,66,308.76,70.2
4,9,22,3.9,18,16,70,0,-2,66,196.53,43.2
4,9,23,4.2,15,18,65,0,-3,66,161.23,33.75
4,9,24,4.1,17,17,79,0,-5,66,193.67,33.15
4,10,1,3.9,6,17,66,0,-6,66,72.17,10.8
4,10,2,3.9,15,19,77,0,-4,66,182.73,31.5
4,10,3,4.1,22,17,69,0,-2,66,233.07,52.8
4,10,4,4.3,17,16,62,0,-2,66,168.35,40.8
4,10,5,3.7,13,16,66,0,0,66,142.46,35.1
4,10,6,3.9,17,19,66,0,1,66,184.66,48.45
4,10,7,3.9,12,18,77,0.174,2,66,116.87,36
4,10,8,3.6,16,21,62,0.204,4,66,168.73,52.8
4,10,9,3.9,24,20,73,0.234,6,66,214.49,86.4
4,10,10,3.7,6,23,69,0.264,8,66,56.76,23.4
4,10,11,3.3,22,21,62,0.294,10,66,205.82,92.4
4,10,12,3.9,13,22,60,0.324,13,66,95.39,60.45
4,10,13,3.9,18,24,74,0.294,14,66,139.30,86.4
4,10,14,4.0,1,21,64,0.264,14,66,6.92,4.8
4,10,15,3.4,12,22,78,0.234,13,66,107.94,55.8
4,10,16,4.0,21,22,71,0.204,12,66,166.19,94.5
4,10,17,4.1,27,20,79,0.174,10,66,214.92,113.4
4,10,18,3.7,23,22,70,0,8,66,242.09,89.7
4,10,19,4.2,29,21,77,0,6,66,277.82,104.4
4,10,20,3.9,17,17,64,0,3,66,169.29,53.55
4,10,21,3.6,25,17,76,0,0,66,291.67,67.5
4,10,22,3.5,7,18,61,0,-2,66,88.91,16.8
4,10,23,3.3,2,17,70,0,-3,66,26.91,4.5
4,10,24,3.3,21,17,80,0,-5,66,297.59,40.95
4,11,1,3.3,13,17,78,0,-6,66,217.26,23.4
4,11,2,3.8,20,19,60,0,-4,66,287.89,42
4,11,3,3.9,29,17,61,0,-2,66,376.44,69.6
4,11,4,3.4,29,18,80,0,-2,66,446.09,69.6
4,11,5,3.9,1,18,62,0,0,66,12.71,2.7
4,11,6,3.9,16,18,64,0,1,66,198.56,45.6
4,11,7,3.5,23,17,70,0.174,2,66,280.17,69
4,11,8,3.4,26,20,77,0.204,4,66,332.53,85.8
4,11,9,3.8,11,21,64,0.234,6,66,119.08,39.6
4,11,10,4.2,6,24,74,0.264,8,66,59.87,23.4
4,11,11,4.2,19,24,65,0.294,10,66,175.12,79.8
4,11,12,3.8,21,24,71,0.324,13,66,195.27,97.65
4,11,13,4.0,4,20,69,0.294,14,66,30.86,19.2
4,11,14,4.2,9,22,65,0.264,14,66,71.54,43.2
4,11,15,4.3,27,21,60,0.234,13,66,216.22,125.55
4,11,16,4.0,14,23,68,0.204,12,66,132.34,63
4,11,17,4.0,6,22,76,0.174,10,66,60.13,25.2
4,11,18,3.7,24,20,77,0,8,66,285.89,93.6
4,11,19,4.0,21,22,67,0,6,66,248.46,75.6
4,11,20,4.3,19,19,72,0,3,66,210.77,59.85
4,11,21,3.4,29,16,80,0,0,66,411.97,78.3
4,11,22,4.3,21,19,61,0,-2,66,257.01,50.4
4,11,23,3.8,19,19,74,0,-3,66,269.25,42.75
4,11,24,4.1,5,17,60,0,-5,66,65.49,9.75
4,12,1,4.2,10,19,66,0,-6,66,133.93,18
4,12,2,3.8,30,19,63,0,-4,66,430.07,63
4,12,3,4.2,25,16,61,0,-2,66,295.39,60
4,12,4,3.8,12,19,74,0,-2,66,166.89,28.8
4,12,5,3.3,1,17,67,0,0,66,14.64,2.7
4,12,6,4.0,20,19,73,0,1,66,248.88,57
4,12,7,4.0,11,17,71,0.174,2,66,117.45,33
4,12,8,3.7,8,24,62,0.204,4,66,101.54,26.4
4,12,9,3.8,1,20,60,0.234,6,66,10.64,3.6
4,12,10,4.3,21,21,68,0.264,8,66,187.83,81.9
4,12,11,4.1,22,22,80,0.294,10,66,202.21,92.4
4,12,12,3.6,25,23,61,0.324,13,66,238.44,116.25
4,12,13,3.3,15,24,76,0.294,14,66,160.84,72
4,12,14,3.8,23,22,78,0.264,14,66,207.06,110.4
4,12,15,3.7,18,22,64,0.234,13,66,170.93,83.7
4,12,16,4.2,19,20,60,0.204,12,66,158.83,85.5
4,12,17,4.3,14,21,69,0.174,10,66,125.54,58.8
4,12,18,4.1,4,24,71,0,8,66,46.46,15.6
4,12,19,3.3,26,23,65,0,6,66,380.74,93.6
4,12,20,3.6,25,19,75,0,3,66,332.81,78.75
4,12,21,3.4,1,18,66,0,0,66,14.49,2.7
4,12,22,3.3,9,18,61,0,-2,66,140.80,21.6
4,12,23,3.6,7,18,75,0,-3,66,102.91,15.75
4,12,24,4.0,4,19,69,0,-5,66,55.48,7.8
4,13,1,3.5,16,16,75,0,-6,66,246.51,28.8
4,13,2,4.1,12,17,75,0,-4,66,154.90,25.2
4,13,3,4.2,19,17,68,0,-2,66,228.00,45.6
4,13,4,3.7,21,17,69,0,-2,66,286.48,50.4
4,13,5,3.3,2,16,66,0,0,66,28.64,5.4
4,13,6,3.4,9,17,77,0,1,66,127.26,25.65
4,13,7,4.3,29,17,64,0.174,2,66,286.53,87
4,13,8,3.3,20,22,71,0.204,4,66,272.94,66
4,13,9,4.0,20,23,65,0.234,6,66,215.30,72
4,13,10,3.7,29,21,78,0.264,8,66,307.32,113.1
4,13,11,3.8,19,22,68,0.294,10,66,183.93,79.8
4,13,12,3.5,21,21,79,0.324,13,66,197.61,97.65
4,13,13,3.6,23,21,70,0.294,14,66,204.03,110.4
4,13,14,4.1,20,20,67,0.264,14,66,153.10,96
4,13,15,3.4,18,24,78,0.234,13,66,200.57,83.7
4,13,16,3.5,20,21,62,0.204,12,66,205.49,90
4,13,17,4.2,22,23,69,0.174,10,66,212.46,92.4
4,13,18,3.6,24,21,69,0,8,66,296.50,93.6
4,13,19,4.3,28,23,80,0,6,66,321.02,100.8
4,13,20,4.2,8,18,70,0,3,66,88.67,25.2
4,13,21,3.7,17,16,66,0,0,66,217.09,45.9
4,13,22,3.7,19,17,65,0,-2,66,258.43,45.6
4,13,23,3.3,26,16,60,0,-3,66,399.45,58.5
4,13,24,4.0,21,18,71,0,-5,66,286.78,40.95
4,14,1,4.0,24,17,77,0,-6,66,330.45,43.2
4,14,2,4.3,11,18,69,0,-4,66,136.80,23.1
4,14,3,3.3,18,16,75,0,-2,66,272.32,43.2
4,14,4,4.2,16,17,70,0,-2,66,192.57,38.4
4,14,5,4.3,3,17,60,0,0,66,33.98,8.1
4,14,6,3.6,13,18,63,0,1,66,175.05,37.05
4,14,7,3.8,28,17,62,0.174,2,66,314.15,84
4,14,8,4.3,2,22,79,0.204,4,66,21.23,6.6
4,14,9,3.4,17,20,69,0.234,6,66,201.05,61.2
4,14,10,3.8,14,20,68,0.264,8,66,138.01,54.6
4,14,11,3.9,22,22,60,0.294,10,66,209.20,92.4
4,14,12,3.7,6,24,67,0.324,13,66,56.81,27.9
4,14,13,3.3,28,20,60,0.294,14,66,263.75,134.4
4,14,14,4.1,4,23,77,0.264,14,66,34.28,19.2
4,14,15,4.1,7,20,74,0.234,13,66,57.34,32.55
4,14,16,3.3,10,23,73,0.204,12,66,115.71,45
4,14,17,3.6,15,24,73,0.174,10,66,174.42,63
4,14,18,3.6,18,20,72,0,8,66,218.50,70.2
4,14,19,4.0,8,23,78,0,6,66,98.30,28.8
4,14,20,4.0,19,18,74,0,3,66,222.54,59.85
4,14,21,3.8,25,18,75,0,0,66,328.45,67.5
4,14,22,3.4,16,19,60,0,-2,66,248.00,38.4
4,14,23,4.0,24,19,66,0,-3,66,319.50,54
4,14,24,3.4,19,17,72,0,-5,66,300.09,37.05
4,15,1,4.2,4,16,68,0,-6,66,50.86,7.2
4,15,2,4.2,4,17,66,0,-4,66,49.76,8.4
4,15,3,3.3,17,17,68,0,-2,66,259.64,40.8
4,15,4,4.2,1,17,60,0,-2,66,12.07,2.4
4,15,5,4.2,29,18,63,0,0,66,341.61,78.3
4,15,6,4.1,14,19,65,0,1,66,168.43,39.9
4,15,7,3.4,2,16,78,0.174,2,66,24.84,6
4,15,8,3.4,17,24,66,0.204,4,66,233.30,56.1
4,15,9,4.1,7,21,63,0.234,6,66,70.36,25.2
4,15,10,4.3,2,20,64,0.264,8,66,17.42,7.8
4,15,11,3.4,9,23,75,0.294,10,66,101.41,37.8
4,15,12,4.0,21,20,79,0.324,13,66,167.66,97.65
4,15,13,4.0,22,22,67,0.294,14,66,179.91,105.6
4,15,14,3.3,15,20,71,0.264,14,66,144.02,72
4,15,15,4.3,16,22,69,0.234,13,66,131.01,74.4
4,15,16,3.4,22,23,73,0.204,12,66,247.08,99
4,15,17,3.8,30,23,78,0.174,10,66,325.54,126
4,15,18,4.1,18,21,62,0,8,66,195.59,70.2
4,15,19,3.5,24,23,71,0,6,66,333.43,86.4
4,15,20,4.1,24,19,75,0,3,66,280.54,75.6
4,15,21,3.3,27,16,80,0,0,66,395.18,72.9
4,15,22,3.5,5,19,60,0,-2,66,75.29,12
4,15,23,3.4,8,17,65,0,-3,66,120.76,18
4,15,24,3.9,27,17,72,0,-5,66,371.77,52.65
4,16,1,4.0,17,19,69,0,-6,66,240.02,30.6
4,16,2,3.6,2,18,66,0,-4,66,29.58,4.2
4,16,3,4.0,23,17,69,0,-2,66,290.23,55.2
4,16,4,3.9,15,18,80,0,-2,66,201.15,36
4,16,5,4.0,23,19,73,0,0,66,291.96,62.1
4,16,6,3.6,23,16,66,0,1,66,295.49,65.55
4,16,7,4.2,13,17,60,0.174,2,66,132.43,39
4,16,8,3.6,11,24,80,0.204,4,66,145.78,36.3
4,16,9,4.2,8,23,75,0.234,6,66,83.16,28.8
4,16,10,3.7,8,24,79,0.264,8,66,91.43,31.2
4,16,11,3.9,15,20,67,0.294,10,66,133.50,63
4,16,12,4.2,13,20,77,0.324,13,66,98.38,60.45
4,16,13,3.3,3,24,64,0.294,14,66,31.62,14.4
4,16,14,4.1,6,22,63,0.264,14,66,49.08,28.8
4,16,15,3.9,18,20,60,0.234,13,66,154.32,83.7
4,16,16,4.0,21,24,68,0.204,12,66,203.75,94.5
4,16,17,3.4,20,22,61,0.174,10,66,233.59,84
4,16,18,3.7,7,20,63,0,8,66,82.25,27.3
4,16,19,4.2,28,21,62,0,6,66,310.33,100.8
4,16,20,4.0,19,16,69,0,3,66,211.26,59.85
4,16,21,4.1,21,17,68,0,0,66,247.90,56.7
4,16,22,4.1,30,17,78,0,-2,66,374.27,72
4,16,23,4.1,27,19,78,0,-3,66,356.60,60.75
4,16,24,4.3,6,17,66,0,-5,66,74.30,11.7
4,17,1,3.7,6,19,78,0,-6,66,92.68,10.8
4,17,2,3.5,4,17,68,0,-4,66,59.89,8.4
4,17,3,3.5,4,19,69,0,-2,66,59.97,9.6
4,17,4,4.2,19,16,79,0,-2,66,227.21,45.6
4,17,5,4.1,6,16,76,0,0,66,70.24,16.2
4,17,6,3.4,8,18,71,0,1,66,114.41,22.8
4,17,7,3.4,24,16,77,0.174,2,66,297.60,72
4,17,8,3.5,22,22,71,0.204,4,66,283.08,72.6
4,17,9,3.8,16,23,60,0.234,6,66,182.88,57.6
4,17,10,3.5,17,21,76,0.264,8,66,189.72,66.3
4,17,11,4.2,19,24,72,0.294,10,66,176.81,79.8
4,17,12,3.4,22,21,74,0.324,13,66,210.68,102.3
4,17,13,3.3,4,21,69,0.294,14,66,38.62,19.2
4,17,14,4.1,3,23,72,0.264,14,66,25.43,14.4
4,17,15,3.6,3,23,80,0.234,13,66,30.86,13.95
4,17,16,4.0,16,23,78,0.204,12,66,154.24,72
4,17,17,3.7,9,23,77,0.174,10,66,100.12,37.8
4,17,18,3.3,14,23,61,0,8,66,197.80,54.6
4,17,19,4.1,20,24,72,0,6,66,242.44,72
4,17,20,3.3,14,17,60,0,3,66,193.88,44.1
4,17,21,3.3,5,19,74,0,0,66,77.05,13.5
4,17,22,4.2,22,16,64,0,-2,66,258.76,52.8
4,17,23,3.7,1,16,65,0,-3,66,13.60,2.25
4,17,24,3.6,18,16,74,0,-5,66,264.25,35.1
4,18,1,3.4,27,19,73,0,-6,66,450.86,48.6
4,18,2,4.3,14,18,75,0,-4,66,175.57,29.4
4,18,3,4.1,5,18,65,0,-2,66,62.59,12
4,18,4,4.3,30,18,65,0,-2,66,358.08,72
4,18,5,3.8,10,18,77,0,0,66,131.78,27
4,18,6,3.4,27,17,79,0,1,66,382.96,76.95
4,18,7,4.3,17,16,69,0.174,2,66,164.31,51
4,18,8,3.8,8,21,69,0.204,4,66,92.39,26.4
4,18,9,3.8,14,24,73,0.234,6,66,163.98,50.4
4,18,10,3.5,3,22,67,0.264,8,66,33.76,11.7
4,18,11,4.0,19,20,71,0.294,10,66,166.30,79.8
4,18,12,3.3,24,23,70,0.324,13,66,249.16,111.6
4,18,13,4.2,27,24,74,0.294,14,66,226.51,129.6
4,18,14,4.3,16,21,76,0.264,14,66,123.01,76.8
4,18,15,3.5,11,23,77,0.234,13,66,115.69,51.15
4,18,16,3.4,3,21,73,0.204,12,66,31.93,13.5
4,18,17,3.8,22,22,64,0.174,10,66,228.60,92.4
4,18,18,3.9,27,22,67,0,8,66,313.79,105.3
4,18,19,4.0,7,22,69,0,6,66,83.08,25.2
4,18,20,4.1,8,16,79,0,3,66,88.24,25.2
4,18,21,4.3,10,19,69,0,0,66,117.38,27
4,18,22,4.1,8,18,72,0,-2,66,100.88,19.2
4,18,23,3.9,4,17,73,0,-3,66,53.10,9
4,18,24,4.1,29,18,69,0,-5,66,385.31,56.55
4,19,1,3.5,16,18,64,0,-6,66,253.26,28.8
4,19,2,4.3,4,16,69,0,-4,66,47.88,8.4
4,19,3,3.8,30,19,68,0,-2,66,413.68,72
4,19,4,4.2,9,17,61,0,-2,66,108.48,21.6
4,19,5,3.5,14,18,80,0,0,66,201.20,37.8
4,19,6,3.8,18,17,67,0,1,66,224.17,51.3
4,19,7,4.0,24,17,73,0.174,2,66,257.16,72
4,19,8,4.2,2,21,68,0.204,4,66,20.86,6.6
4,19,9,3.6,2,22,60,0.234,6,66,23.58,7.2
4,19,10,3.9,2,24,67,0.264,8,66,21.22,7.8
4,19,11,3.8,21,22,60,0.294,10,66,204.94,88.2
4,19,12,3.7,5,21,70,0.324,13,66,43.59,23.25
4,19,13,3.7,17,21,61,0.294,14,66,147.07,81.6
4,19,14,4.0,2,24,80,0.264,14,66,18.18,9.6
4,19,15,4.1,23,23,72,0.234,13,66,204.39,106.95
4,19,16,3.9,29,20,66,0.204,12,66,257.73,130.5
4,19,17,3.8,19,24,66,0.174,10,66,206.68,79.8
4,19,18,4.3,20,24,70,0,8,66,221.16,78
4,19,19,3.8,26,22,78,0,6,66,329.45,93.6
4,19,20,3.6,28,16,67,0,3,66,344.75,88.2
4,19,21,4.1,16,16,68,0,0,66,184.98,43.2
4,19,22,3.4,25,18,68,0,-2,66,377.94,60
4,19,23,3.9,15,18,73,0,-3,66,202.98,33.75
4,19,24,4.0,12,19,60,0,-5,66,167.10,23.4
4,20,1,4.1,24,17,71,0,-6,66,319.76,43.2
4,20,2,3.5,20,19,75,0,-4,66,313.86,42
4,20,3,3.8,14,18,66,0,-2,66,188.82,33.6
4,20,4,3.6,21,17,63,0,-2,66,294.44,50.4
4,20,5,3.7,7,18,68,0,0,66,93.46,18.9
4,20,6,3.5,21,17,77,0,1,66,288.45,59.85
4,20,7,4.3,10,16,78,0.174,2,66,98.22,30
4,20,8,3.7,18,23,78,0.204,4,66,226.51,59.4
4,20,9,4.1,5,23,66,0.234,6,66,52.42,18
4,20,10,3.6,2,20,76,0.264,8,66,21.14,7.8
4,20,11,3.6,4,22,72,0.294,10,66,41.21,16.8
4,20,12,4.3,21,23,72,0.324,13,66,168.05,97.65
4,20,13,3.5,17,21,66,0.294,14,66,153.66,81.6
4,20,14,4.2,29,20,71,0.264,14,66,218.78,139.2
4,20,15,4.0,26,24,70,0.234,13,66,242.35,120.9
4,20,16,3.9,6,21,62,0.204,12,66,55.32,27
4,20,17,4.3,13,24,61,0.174,10,66,126.10,54.6
4,20,18,4.2,22,21,63,0,8,66,232.96,85.8
4,20,19,3.8,6,21,60,0,6,66,73.74,21.6
4,20,20,3.7,16,19,62,0,3,66,205.62,50.4
4,20,21,3.9,7,18,66,0,0,66,88.40,18.9
4,20,22,3.4,19,16,78,0,-2,66,280.25,45.6
4,20,23,4.1,10,17,66,0,-3,66,125.00,22.5
4,20,24,3.3,10,16,75,0,-5,66,160.38,19.5
4,21,1,4.3,4,19,62,0,-6,66,52.98191214,14.4
4,21,2,3.5,9,17,73,0,-4,66,136.5142857,37.8
4,21,3,3.3,16,19,62,0,-2,66,256.7542088,76.8
