month,date,hour,R-value [m2k/w],Stories,Weighted temp. setpoint [C],Weighted RH%,Solar irradiation [w/m2],Outside temp. [C],Outside RH%,Heating (Malfunctioning Sensor),Cooling load [kwh],
4,6,8,4.0,8,23,76,0.204,4,66,80.22,26.4,
4,6,9,4.1,12,22,60,0.234,6,66,107.18,43.2,
4,6,10,3.7,26,24,78,0.264,8,66,255.78,101.4,
4,6,11,3.4,7,22,65,0.294,10,66,65.10,29.4,
4,6,12,3.8,11,20,74,0.324,13,66,77.89,51.15,
4,6,13,3.5,20,20,69,0.294,14,66,150.13,96,
4,6,14,3.6,28,23,80,0.264,14,66,234.46,134.4,
4,6,15,3.4,10,20,61,0.234,13,66,83.48,46.5,
4,6,16,3.6,18,20,76,0.204,12,66,150.55,81,
4,6,17,3.4,3,22,61,0.174,10,66,30.02,12.6,
4,6,18,3.8,18,20,72,0,8,66,176.38,70.2,
4,6,19,4.2,25,24,60,0,6,66,254.11,90,
4,6,20,3.7,23,16,60,0,3,66,237.12,72.45,
4,6,21,3.6,8,16,76,0,0,66,91.31,21.6,
4,6,22,3.4,1,19,79,0,-2,66,13.47,2.4,
4,6,23,4.1,9,17,68,0,-3,66,97.22,20.25,
4,6,24,3.8,27,17,79,0,-5,66,331.88,52.65,
4,7,1,4.0,7,19,62,0,-6,66,85.65,12.6,
4,7,2,3.8,27,17,60,0,-4,66,322.71,56.7,
4,7,3,3.4,21,17,63,0,-2,66,268.28,50.4,
4,7,4,3.6,23,16,78,0,-2,66,274.84,55.2,
4,7,5,3.9,9,16,77,0,0,66,94.95,24.3,
4,7,6,4.3,18,17,67,0,1,66,169.95,51.3,
4,7,7,3.4,25,17,78,0.174,2,66,272.99,75,
4,7,8,3.4,27,23,68,0.204,4,66,315.05,89.1,
4,7,9,3.6,12,20,74,0.234,6,66,116.36,43.2,
4,7,10,4.3,10,21,74,0.264,8,66,77.80,39,
4,7,11,4.3,20,21,73,0.294,10,66,144.36,84,
4,7,12,3.9,22,21,78,0.324,13,66,158.15,102.3,
4,7,13,3.6,3,21,68,0.294,14,66,22.61,14.4,
4,7,14,3.6,26,24,63,0.264,14,66,219.95,124.8,
4,7,15,3.7,13,23,79,0.234,13,66,110.84,60.45,
4,7,16,3.9,29,24,80,0.204,12,66,252.55,130.5,
4,7,17,3.4,8,22,62,0.174,10,66,79.91,33.6,
4,7,18,4.0,18,20,76,0,8,66,168.55,70.2,
4,7,19,3.4,17,20,69,0,6,66,194.45,61.2,
4,7,20,3.9,14,19,64,0,3,66,145.94,44.1,
4,7,21,4.1,26,19,60,0,0,66,276.49,70.2,
4,7,22,3.4,13,19,63,0,-2,66,173.03,31.2,
4,7,23,4.1,10,19,74,0,-3,66,113.26,22.5,
4,7,24,3.4,25,18,68,0,-5,66,345.72,48.75,
4,8,1,4.0,16,16,70,0,-6,66,184.87,28.8,
4,8,2,3.5,16,18,80,0,-4,66,213.78,33.6,
4,8,3,4.2,3,18,65,0,-2,66,31.60,7.2,
4,8,4,4.2,14,18,68,0,-2,66,147.64,33.6,
4,8,5,4.1,22,17,76,0,0,66,225.37,59.4,
4,8,6,4.3,2,19,79,0,1,66,20.03,5.7,
4,8,7,4.3,3,19,64,0.174,2,66,26.79,9,
4,8,8,4.0,27,23,80,0.204,4,66,272.21,89.1,
4,8,9,3.7,4,24,65,0.234,6,66,41.26,14.4,
4,8,10,4.1,28,21,64,0.264,8,66,226.24,109.2,
4,8,11,3.3,15,21,74,0.294,10,66,141.32,63,
4,8,12,4.0,1,20,71,0.324,13,66,6.69,4.65,
4,8,13,4.2,2,24,80,0.294,14,66,14.53,9.6,
4,8,14,4.1,12,24,74,0.264,14,66,89.93,57.6,
4,8,15,3.3,5,20,71,0.234,13,66,43.00,23.25,
4,8,16,4.0,5,24,78,0.204,12,66,42.32,22.5,
4,8,17,3.6,12,21,61,0.174,10,66,110.36,50.4,
4,8,18,3.6,25,24,71,0,8,66,283.46,97.5,
4,8,19,3.4,6,20,67,0,6,66,68.44,21.6,
4,8,20,4.3,30,16,71,0,3,66,265.75,94.5,
4,8,21,3.5,1,16,62,0,0,66,11.65,2.7,
4,8,22,4.1,16,16,76,0,-2,66,167.45,38.4,
4,8,23,4.0,19,17,66,0,-3,66,209.86,42.75,
4,8,24,3.3,27,18,74,0,-5,66,387.37,52.65,
4,9,1,3.6,14,17,72,0,-6,66,183.70,25.2,
4,9,2,4.0,6,16,78,0,-4,66,67.25,12.6,
4,9,3,4.3,4,18,66,0,-2,66,41.10,9.6,
4,9,4,3.6,11,16,78,0,-2,66,131.44,26.4,
4,9,5,3.7,24,18,72,0,0,66,276.91,64.8,
4,9,6,3.5,6,19,71,0,1,66,73.09,17.1,
4,9,7,3.4,27,19,77,0.174,2,66,308.84,81,
4,9,8,3.5,12,20,68,0.204,4,66,126.67,39.6,
4,9,9,4.1,27,21,66,0.234,6,66,233.00,97.2,
4,9,10,4.1,4,23,67,0.264,8,66,34.04,15.6,
4,9,11,3.5,22,24,78,0.294,10,66,213.94,92.4,
4,9,12,4.1,25,22,68,0.324,13,66,173.17,116.25,
4,9,13,3.5,3,24,66,0.294,14,66,25.50,14.4,
4,9,14,4.2,22,20,67,0.264,14,66,139.90,105.6,
4,9,15,3.5,18,24,72,0.234,13,66,164.95,83.7,
4,9,16,3.3,5,23,70,0.204,12,66,49.26,22.5,
4,9,17,3.4,5,23,69,0.174,10,66,51.20,21,
4,9,18,3.4,28,23,61,0,8,66,328.66,109.2,
4,9,19,3.4,27,23,72,0,6,66,331.80,97.2,
4,9,20,3.8,27,17,71,0,3,66,277.11,85.05,
4,9,21,3.4,30,16,76,0,0,66,362.57,81,
4,9,22,4.0,22,18,65,0,-2,66,243.30,52.8,
4,9,23,3.8,24,18,74,0,-3,66,287.54,54,
4,9,24,3.6,6,16,80,0,-5,66,76.42,11.7,
4,10,1,4.0,25,17,69,0,-6,66,294.20,45,
4,10,2,4.2,5,19,67,0,-4,66,55.91,10.5,
4,10,3,3.6,3,19,66,0,-2,66,37.58,7.2,
4,10,4,3.8,24,18,67,0,-2,66,279.39,57.6,
4,10,5,4.1,9,16,79,0,0,66,90.56,24.3,
4,10,6,4.3,20,16,74,0,1,66,186.38,57,
4,10,7,3.8,17,17,62,0.174,2,66,164.14,51,
4,10,8,3.6,27,22,62,0.204,4,66,291.55,89.1,
4,10,9,4.0,7,22,63,0.234,6,66,63.80,25.2,
4,10,10,3.5,6,20,70,0.264,8,66,55.42,23.4,
4,10,11,3.3,4,21,79,0.294,10,66,38.02,16.8,
4,10,12,3.8,27,24,69,0.324,13,66,215.10,125.55,
4,10,13,3.8,3,24,80,0.294,14,66,24.09,14.4,
4,10,14,3.4,11,21,79,0.264,14,66,91.47,52.8,
4,10,15,3.7,13,22,68,0.234,13,66,105.53,60.45,
4,10,16,3.3,6,21,73,0.204,12,66,56.10,27,
4,10,17,3.4,16,20,75,0.174,10,66,152.56,67.2,
4,10,18,4.1,3,23,70,0,8,66,29.16,11.7,
4,10,19,3.5,20,21,73,0,6,66,228.68,72,
4,10,20,3.7,5,18,66,0,3,66,53.56,15.75,
4,10,21,3.9,21,19,77,0,0,66,236.24,56.7,
4,10,22,4.0,21,19,63,0,-2,66,237.59,50.4,
4,10,23,3.3,28,19,77,0,-3,66,395.39,63,
4,10,24,3.9,2,18,68,0,-5,66,24.11,3.9,
4,11,1,4.1,21,17,72,0,-6,66,280.17,37.8,
4,11,2,4.2,26,17,76,0,-4,66,328.10,54.6,
4,11,3,4.0,6,19,76,0,-2,66,79.50,14.4,
4,11,4,4.0,9,18,71,0,-2,66,116.16,21.6,
4,11,5,3.4,9,19,77,0,0,66,135.20,24.3,
4,11,6,4.2,25,17,68,0,1,66,282.14,71.25,
4,11,7,4.1,8,19,69,0.174,2,66,86.95,24,
4,11,8,3.7,16,20,68,0.204,4,66,185.12,52.8,
4,11,9,3.9,6,21,68,0.234,6,66,63.28,21.6,
4,11,10,4.2,28,22,73,0.264,8,66,265.57,109.2,
4,11,11,3.3,28,20,61,0.294,10,66,297.05,117.6,
4,11,12,3.3,18,23,64,0.324,13,66,186.05,83.7,
4,11,13,4.2,12,24,78,0.294,14,66,101.53,57.6,
4,11,14,3.9,27,22,75,0.264,14,66,235.28,129.6,
4,11,15,3.4,26,20,65,0.234,13,66,252.81,120.9,
4,11,16,3.6,6,23,68,0.204,12,66,63.02,27,
4,11,17,3.5,27,20,73,0.174,10,66,292.06,113.4,
4,11,18,3.6,30,20,65,0,8,66,361.04,117,
4,11,19,3.3,14,21,71,0,6,66,197.80,50.4,
4,11,20,3.4,10,16,77,0,3,66,132.57,31.5,
4,11,21,3.9,18,19,63,0,0,66,232.96,48.6,
4,11,22,3.7,26,17,75,0,-2,66,357.85,62.4,
4,11,23,3.3,17,17,67,0,-3,66,264.40,38.25,
4,11,24,3.8,11,16,79,0,-5,66,154.07,21.45,
4,12,1,4.1,20,16,76,0,-6,66,263.41,36,
4,12,2,3.5,4,18,71,0,-4,66,61.29,8.4,
4,12,3,4.3,25,16,66,0,-2,66,286.34,60,
4,12,4,3.6,4,19,62,0,-2,66,58.39,9.6,
4,12,5,3.7,19,19,79,0,0,66,263.05,51.3,
4,12,6,4.1,27,19,75,0,1,66,328.77,76.95,
4,12,7,4.0,13,16,70,0.174,2,66,135.31,39,
4,12,8,3.8,22,22,77,0.204,4,66,263.33,72.6,
4,12,9,4.0,30,23,62,0.234,6,66,324.64,108,
4,12,10,3.6,20,23,64,0.264,8,66,224.78,78,
4,12,11,3.9,26,24,60,0.294,10,66,260.57,109.2,
4,12,12,4.2,8,24,68,0.324,13,66,66.88,37.2,
4,12,13,3.4,10,20,77,0.294,14,66,92.53,48,
4,12,14,4.0,19,21,79,0.264,14,66,158.10,91.2,
4,12,15,4.2,22,23,71,0.234,13,66,190.46,102.3,
4,12,16,3.8,20,23,76,0.204,12,66,202.16,90,
4,12,17,4.1,15,24,77,0.174,10,66,154.24,63,
4,12,18,4.0,14,24,72,0,8,66,166.95,54.6,
4,12,19,4.0,1,20,79,0,6,66,11.56,3.6,
4,12,20,4.1,24,18,75,0,3,66,274.68,75.6,
4,12,21,3.3,9,19,71,0,0,66,138.07,24.3,
4,12,22,4.0,30,17,78,0,-2,66,383.63,72,
4,12,23,4.2,20,17,72,0,-3,66,246.19,45,
4,12,24,3.3,21,19,63,0,-5,66,353.02,40.95,
4,13,1,4.3,6,18,60,0,-6,66,77.72,10.8,
4,13,2,3.9,24,19,78,0,-4,66,339.38,50.4,
4,13,3,3.6,6,17,63,0,-2,66,84.13,14.4,
4,13,4,4.1,4,19,71,0,-2,66,51.34,9.6,
4,13,5,4.0,9,17,65,0,0,66,108.73,24.3,
4,13,6,3.4,18,18,71,0,1,66,257.43,51.3,
4,13,7,3.3,10,18,76,0.174,2,66,133.59,30,
4,13,8,4.2,15,21,64,0.204,4,66,156.46,49.5,
4,13,9,3.6,5,20,71,0.234,6,66,56.06,18,
4,13,10,3.9,3,20,65,0.264,8,66,28.76,11.7,
4,13,11,4.1,27,23,72,0.294,10,66,250.80,113.4,
4,13,12,4.2,27,20,73,0.324,13,66,202.40,125.55,
4,13,13,3.5,14,23,63,0.294,14,66,135.44,67.2,
4,13,14,4.1,8,22,61,0.264,14,66,65.73,38.4,
4,13,15,4.0,15,21,61,0.234,13,66,128.85,69.75,
4,13,16,4.2,2,21,71,0.204,12,66,17.16,9,
4,13,17,4.3,27,22,61,0.174,10,66,249.34,113.4,
4,13,18,3.6,3,21,73,0,8,66,37.31,11.7,
4,13,19,3.5,23,22,68,0,6,66,311.49,82.8,
4,13,20,3.6,4,19,77,0,3,66,53.42,12.6,
4,13,21,3.5,12,17,61,0,0,66,166.71,32.4,
4,13,22,4.2,10,16,64,0,-2,66,117.62,24,
4,13,23,4.0,8,18,63,0,-3,66,104.95,18,
4,13,24,3.8,17,17,72,0,-5,66,240.24,33.15,
4,14,1,4.2,18,18,80,0,-6,66,241.29,32.4,
4,14,2,4.2,3,17,62,0,-4,66,37.54,6.3,
4,14,3,3.9,16,17,74,0,-2,66,208.62,38.4,
4,14,4,3.4,16,16,79,0,-2,66,236.35,38.4,
4,14,5,4.0,11,19,63,0,0,66,138.81,29.7,
4,14,6,3.3,9,16,74,0,1,66,127.77,25.65,
4,14,7,4.2,3,16,68,0.174,2,66,29.63,9,
4,14,8,4.1,16,21,60,0.204,4,66,172.14,52.8,
4,14,9,4.0,12,22,67,0.234,6,66,126.18,43.2,
4,14,10,3.9,6,21,76,0.264,8,66,60.09,23.4,
4,14,11,3.4,19,20,66,0.294,10,66,193.55,79.8,
4,14,12,3.4,13,20,73,0.324,13,66,120.38,60.45,
4,14,13,4.3,14,22,66,0.294,14,66,106.25,67.2,
4,14,14,4.2,15,23,76,0.264,14,66,125.21,72,
4,14,15,4.0,2,22,62,0.234,13,66,17.64,9.3,
4,14,16,3.3,18,20,61,0.204,12,66,191.10,81,
4,14,17,3.6,14,20,63,0.174,10,66,146.07,58.8,
4,14,18,3.6,16,24,79,0,8,66,214.33,62.4,
4,14,19,3.6,7,24,79,0,6,66,97.66,25.2,
4,14,20,3.9,24,16,61,0,3,66,274.62,75.6,
4,14,21,3.9,18,19,73,0,0,66,234.35,48.6,
4,14,22,3.7,19,16,72,0,-2,66,255.22,45.6,
4,14,23,3.7,9,16,63,0,-3,66,122.78,20.25,
4,14,24,3.5,7,17,62,0,-5,66,107.10,13.65,
4,15,1,3.5,27,19,68,0,-6,66,435.09,48.6,
4,15,2,3.9,12,16,79,0,-4,66,160.69,25.2,
4,15,3,3.4,20,19,67,0,-2,66,307.79,48,
4,15,4,3.3,28,17,73,0,-2,66,430.82,67.2,
4,15,5,3.5,1,16,77,0,0,66,13.74,2.7,
4,15,6,4.1,9,19,63,0,1,66,108.60,25.65,
4,15,7,4.3,15,19,73,0.174,2,66,156.49,45,
4,15,8,4.2,27,22,74,0.204,4,66,290.96,89.1,
4,15,9,4.1,1,23,71,0.234,6,66,10.58,3.6,
4,15,10,3.7,19,23,64,0.264,8,66,207.77,74.1,
4,15,11,4.0,22,23,79,0.294,10,66,212.36,92.4,
4,15,12,3.3,14,22,69,0.324,13,66,140.78,65.1,
4,15,13,4.1,17,20,70,0.294,14,66,128.27,81.6,
4,15,14,3.5,23,21,78,0.264,14,66,218.24,110.4,
4,15,15,3.8,20,20,62,0.234,13,66,175.18,93,
4,15,16,4.3,15,21,67,0.204,12,66,124.66,67.5,
4,15,17,3.8,23,20,70,0.174,10,66,227.79,96.6,
4,15,18,3.3,29,21,66,0,8,66,388.86,113.1,
4,15,19,3.8,19,21,61,0,6,66,233.13,68.4,
4,15,20,3.6,12,18,66,0,3,66,154.17,37.8,
4,15,21,4.2,20,17,72,0,0,66,231.90,54,
4,15,22,4.0,25,17,67,0,-2,66,314.53,60,
4,15,23,3.9,3,19,78,0,-3,66,41.65,6.75,
4,15,24,3.6,8,16,76,0,-5,66,117.78,15.6,
4,16,1,3.3,12,17,76,0,-6,66,200.00,21.6,
4,16,2,3.4,29,19,78,0,-4,66,470.40,60.9,
4,16,3,3.9,18,17,71,0,-2,66,233.65,43.2,
4,16,4,3.3,19,17,67,0,-2,66,289.75,45.6,
4,16,5,4.3,15,19,75,0,0,66,177.65,40.5,
4,16,6,3.6,25,19,62,0,1,66,344.10,71.25,
4,16,7,4.1,25,19,65,0.174,2,66,270.79,75,
4,16,8,3.8,21,22,80,0.204,4,66,252.61,69.3,
4,16,9,3.6,26,20,64,0.234,6,66,289.86,93.6,
4,16,10,3.8,22,24,77,0.264,8,66,243.94,85.8,
4,16,11,4.0,9,20,61,0.294,10,66,78.77,37.8,
4,16,12,3.8,9,20,80,0.324,13,66,75.81,41.85,
4,16,13,3.6,19,23,66,0.294,14,66,177.52,91.2,
4,16,14,3.3,6,23,78,0.264,14,66,64.02,28.8,
4,16,15,3.9,6,22,79,0.234,13,66,55.32,27.9,
4,16,16,3.6,28,23,62,0.204,12,66,295.24,126,
4,16,17,3.4,24,21,62,0.174,10,66,272.72,100.8,
4,16,18,3.4,2,24,63,0,8,66,27.93,7.8,
4,16,19,3.8,13,23,77,0,6,66,167.89,46.8,
4,16,20,4.1,15,17,78,0,3,66,168.84,47.25,
4,16,21,3.9,18,17,78,0,0,66,226.85,48.6,
4,16,22,4.3,29,18,73,0,-2,66,349.18,69.6,
4,16,23,4.1,26,16,70,0,-3,66,320.56,58.5,
4,16,24,3.9,29,16,71,0,-5,66,391.31,56.55,
4,17,1,3.3,20,17,74,0,-6,66,332.42,36,
4,17,2,3.3,10,18,79,0,-4,66,164.32,21,
4,17,3,4.0,19,16,75,0,-2,66,237.14,45.6,
4,17,4,3.8,10,16,65,0,-2,66,129.80,24,
4,17,5,3.7,7,18,61,0,0,66,93.89,18.9,
4,17,6,3.5,10,16,64,0,1,66,132.57,28.5,
4,17,7,4.2,15,16,69,0.174,2,66,148.43,45,
4,17,8,3.7,20,24,76,0.204,4,66,256.27,66,
4,17,9,3.6,24,22,70,0.234,6,66,281.90,86.4,
4,17,10,4.1,1,24,72,0.264,8,66,10.19,3.9,
4,17,11,4.3,14,21,73,0.294,10,66,117.73,58.8,
4,17,12,4.1,20,22,78,0.324,13,66,165.17,93,
4,17,13,3.5,22,24,67,0.294,14,66,218.18,105.6,
4,17,14,4.2,23,20,74,0.264,14,66,174.75,110.4,
4,17,15,4.0,21,20,67,0.234,13,66,173.57,97.65,
4,17,16,4.3,17,20,63,0.204,12,66,137.92,76.5,
4,17,17,3.8,27,23,74,0.174,10,66,290.85,113.4,
4,17,18,3.8,29,24,76,0,8,66,366.32,113.1,
4,17,19,3.5,27,23,62,0,6,66,374.53,97.2,
4,17,20,3.4,26,19,60,0,3,66,364.76,81.9,
4,17,21,3.9,8,16,74,0,0,66,98.15,21.6,
4,17,22,3.6,22,17,64,0,-2,66,308.00,52.8,
4,17,23,3.5,23,16,71,0,-3,66,332.68,51.75,
4,17,24,3.7,30,17,63,0,-5,66,433.58,58.5,
4,18,1,3.9,20,16,79,0,-6,66,278.08,36,
4,18,2,4.3,4,18,61,0,-4,66,49.88,8.4,
4,18,3,4.3,15,19,73,0,-2,66,184.10,36,
4,18,4,3.4,25,16,77,0,-2,66,368.20,60,
4,18,5,3.5,13,19,65,0,0,66,186.92,35.1,
4,18,6,4.0,28,19,60,0,1,66,347.90,79.8,
4,18,7,3.9,16,18,61,0.174,2,66,179.32,48,
4,18,8,3.5,27,21,64,0.204,4,66,337.96,89.1,
4,18,9,4.0,6,20,77,0.234,6,66,61.22,21.6,
4,18,10,4.1,28,24,73,0.264,8,66,285.70,109.2,
4,18,11,3.9,25,20,77,0.294,10,66,227.31,105,
4,18,12,4.3,15,20,60,0.324,13,66,109.57,69.75,
4,18,13,3.8,5,23,78,0.294,14,66,45.44,24,
4,18,14,4.0,4,22,78,0.264,14,66,34.21,19.2,
4,18,15,3.8,14,20,67,0.234,13,66,121.80,65.1,
4,18,16,3.5,3,22,78,0.204,12,66,32.19,13.5,
4,18,17,4.1,14,23,67,0.174,10,66,137.99,58.8,
4,18,18,3.3,2,24,69,0,8,66,28.77,7.8,
4,18,19,3.9,13,23,72,0,6,66,162.33,46.8,
4,18,20,4.1,2,19,62,0,3,66,23.20,6.3,
4,18,21,4.1,3,16,61,0,0,66,34.85,8.1,
4,18,22,4.0,2,16,69,0,-2,66,24.74,4.8,
4,18,23,3.8,6,16,70,0,-3,66,79.82,13.5,
4,18,24,4.3,15,17,72,0,-5,66,187.33,29.25,
4,19,1,4.0,6,19,80,0,-6,66,85.95,10.8,
4,19,2,3.8,29,18,78,0,-4,66,413.25,60.9,
4,19,3,3.7,17,19,70,0,-2,66,241.45,40.8,
4,19,4,3.4,27,17,71,0,-2,66,402.02,64.8,
4,19,5,3.5,17,19,79,0,0,66,248.81,45.9,
4,19,6,4.2,24,16,60,0,1,66,266.86,68.4,
4,19,7,3.4,23,19,76,0.174,2,66,304.99,69,
4,19,8,3.6,1,23,79,0.204,4,66,12.95,3.3,
4,19,9,3.3,22,21,73,0.234,6,66,276.73,79.2,
4,19,10,3.4,21,20,64,0.264,8,66,231.37,81.9,
4,19,11,4.2,14,23,72,0.294,10,66,126.95,58.8,
4,19,12,3.3,16,20,77,0.324,13,66,154.11,74.4,
4,19,13,4.3,12,23,77,0.294,14,66,96.17,57.6,
4,19,14,3.6,5,24,61,0.264,14,66,49.56,24,
4,19,15,3.7,14,22,73,0.234,13,66,134.36,65.1,
4,19,16,4.3,4,21,68,0.204,12,66,33.31,18,
4,19,17,3.5,29,20,78,0.174,10,66,316.80,121.8,
4,19,18,3.8,19,24,72,0,8,66,238.50,74.1,
4,19,19,3.9,3,22,74,0,6,66,36.81,10.8,
4,19,20,4.3,19,19,61,0,3,66,210.44,59.85,
4,19,21,3.4,9,16,77,0,0,66,127.26,24.3,
4,19,22,3.7,1,19,71,0,-2,66,14.22,2.4,
4,19,23,3.7,10,16,73,0,-3,66,137.23,22.5,
4,19,24,3.3,27,18,62,0,-5,66,446.32,52.65,
4,20,1,3.8,20,19,62,0,-6,66,297.63,36,
4,20,2,4.1,7,19,76,0,-4,66,93.90,14.7,
4,20,3,3.4,26,16,75,0,-2,66,381.78,62.4,
4,20,4,3.9,29,19,64,0,-2,66,389.64,69.6,
4,20,5,4.1,23,16,71,0,0,66,267.16,62.1,
4,20,6,3.5,22,19,76,0,1,66,314.29,62.7,
4,20,7,3.3,9,19,61,0.174,2,66,121.94,27,
4,20,8,4.3,28,21,68,0.204,4,66,285.27,92.4,
4,20,9,4.2,2,20,79,0.234,6,66,19.50,7.2,
4,20,10,3.7,4,23,64,0.264,8,66,43.74,15.6,
4,20,11,3.4,20,21,65,0.294,10,66,210.06,84,
4,20,12,4.3,29,21,70,0.324,13,66,217.57,134.85,
4,20,13,3.8,24,22,71,0.294,14,66,208.48,115.2,
4,20,14,3.6,1,22,76,0.264,14,66,9.46,4.8,
4,20,15,4.1,20,24,78,0.234,13,66,184.80,93,
4,20,16,3.9,12,20,80,0.204,12,66,109.88,54,
4,20,17,3.5,21,24,74,0.174,10,66,251.61,88.2,
4,20,18,4.1,19,24,70,0,8,66,220.35,74.1,
4,20,19,4.3,26,22,60,0,6,66,288.42,93.6,
4,20,20,4.1,4,18,80,0,3,66,46.15,12.6,
4,20,21,3.6,19,17,77,0,0,66,259.01,51.3,
4,20,22,3.8,22,18,61,0,-2,66,298.88,52.8,
4,20,23,3.6,28,18,65,0,-3,66,406.97,63,
4,20,24,3.7,6,17,66,0,-5,66,86.35,11.7,
4,21,1,4.0,19,16,80,0,-6,66,258.4,68.4,
4,21,2,3.6,24,19,78,0,-4,66,368.7407407,100.8,
4,21,3,3.9,6,17,66,0,-2,66,78.11965812,28.8,
4,21,4,4.1,3,18,66,0,-2,66,37.88617886,14.4,
4,21,5,3.8,7,17,62,0,0,66,90.18128655,37.8,
4,21,6,3.4,25,18,75,0,1,66,361.6013072,142.5,
4,21,7,4.3,26,18,67,0.174,2,66,263.4397933,156,
4,21,8,4.1,12,23,67,0.204,4,66,134.1528455,79.2,
4,21,9,4.0,26,20,75,0.234,6,66,262.9755556,187.2,
4,21,10,3.3,19,23,72,0.264,8,66,233.7063973,148.2,
4,21,11,4.1,19,24,68,0.294,10,66,179.2487805,159.6,
4,21,12,3.9,8,24,72,0.324,13,66,72.05014245,74.4,
4,21,13,4.2,18,22,61,0.294,14,66,140.6285714,172.8,
4,21,14,4.2,20,22,67,0.264,14,66,158.8994709,192,
4,21,15,3.8,17,23,65,0.234,13,66,161.5099415,158.1,
4,21,16,3.7,6,24,76,0.204,12,66,63.62522523,54,
4,21,17,3.5,25,22,67,0.174,10,66,282.6349206,210,
4,21,18,3.5,1,23,73,0,8,66,13.45396825,7.8,
4,21,19,3.3,17,22,77,0,6,66,248.6464646,122.4,
4,21,20,3.8,15,18,72,0,3,66,185.7017544,94.5,
4,21,21,3.5,23,16,69,0,0,66,314.8444444,124.2,
4,21,22,3.9,10,16,68,0,-2,66,127.8632479,48,
4,21,23,3.6,8,19,75,0,-3,66,120.3950617,36,
4,21,24,3.7,2,18,71,0,-5,66,29.72972973,7.8,
4,22,1,3.6,30,17,78,0,-6,66,460.9259259,108,
4,22,2,3.9,6,16,63,0,-4,66,79.86324786,25.2,
4,22,3,3.3,20,16,67,0,-2,66,301.952862,96,
4,22,4,4.2,8,16,78,0,-2,66,95.83068783,38.4,
4,22,5,4.2,24,16,74,0,0,66,275.047619,129.6,
4,22,6,3.7,23,17,63,0,1,66,297.8258258,131.1,
4,22,7,3.5,25,19,64,0.174,2,66,318.6666667,150,
4,22,8,3.8,28,24,69,0.204,4,66,345.7590643,184.8,
4,22,9,4.3,19,24,65,0.234,6,66,194.8702842,136.8,
4,22,10,3.8,21,20,60,0.264,8,66,207.7403509,163.8,
4,22,11,3.9,16,24,62,0.294,10,66,159.0518519,134.4,
4,22,12,4.0,13,24,72,0.324,13,66,114.1544444,120.9,
4,22,13,4.2,27,24,63,0.294,14,66,223.2285714,259.2,
4,22,14,3.6,13,20,79,0.264,14,66,115.2024691,124.8,
4,22,15,3.9,4,22,77,0.234,13,66,36.45811966,37.2,
4,22,16,4.2,18,20,62,0.204,12,66,149.8666667,162,
4,22,17,4.0,11,21,65,0.174,10,66,106.0644444,92.4,
4,22,18,4.2,1,24,60,0,8,66,11.43915344,7.8,
4,22,19,3.5,26,24,68,0,6,66,370.4380952,187.2,
4,22,20,3.7,12,16,80,0,3,66,147.2432432,75.6,
4,22,21,3.4,20,16,71,0,0,66,282.3529412,108,
4,22,22,4.2,21,17,64,0,-2,66,254.3333333,100.8,
4,22,23,3.4,1,17,69,0,-3,66,15.26797386,4.5,
4,22,24,3.6,14,17,75,0,-5,66,210.691358,54.6,
4,23,1,3.3,15,17,71,0,-6,66,250,54,
4,23,2,3.7,24,16,67,0,-4,66,336.1441441,100.8,
4,23,3,4.0,15,19,67,0,-2,66,198.0833333,72,
4,23,4,4.3,28,19,66,0,-2,66,343.6692506,134.4,
4,23,5,3.4,27,18,66,0,0,66,395.2941176,145.8,
4,23,6,3.8,11,17,74,0,1,66,139.3333333,62.7,
4,23,7,4.2,4,17,79,0.174,2,66,41.04973545,24,
4,23,8,3.8,17,24,80,0.204,4,66,212.1122807,112.2,
4,23,9,3.3,29,21,77,0.234,6,66,365.1070707,208.8,
4,23,10,3.8,25,21,74,0.264,8,66,254.4736842,195,
4,23,11,4.2,9,22,69,0.294,10,66,78.6952381,75.6,
4,23,12,3.4,13,22,60,0.324,13,66,126.6522876,120.9,
4,23,13,3.7,30,23,66,0.294,14,66,272.3603604,288,
4,23,14,3.7,6,22,67,0.264,14,66,54.11171171,57.6,
4,23,15,4.0,7,23,60,0.234,13,66,63.56777778,65.1,
4,23,16,4.0,5,24,78,0.204,12,66,49.15555556,45,
4,23,17,3.4,15,20,66,0.174,10,66,165.5490196,126,
4,23,18,3.8,25,21,62,0,8,66,295.7602339,195,
4,23,19,4.1,26,22,77,0,6,66,306.0813008,187.2,
4,23,20,3.6,11,17,70,0,3,66,140.4197531,69.3,
4,23,21,3.6,25,17,67,0,0,66,339.0432099,135,
4,23,22,4.0,4,18,69,0,-2,66,51.91111111,19.2,
4,23,23,3.9,26,19,73,0,-3,66,360.5925926,117,
4,23,24,3.3,28,16,78,0,-5,66,452.3367003,109.2,
4,24,1,3.4,12,18,79,0,-6,66,198.9019608,43.2,
4,24,2,3.4,25,16,61,0,-4,66,382.3529412,105,
4,24,3,3.5,18,17,78,0,-2,66,263.8857143,86.4,
4,24,4,3.6,9,18,78,0,-2,66,130.7777778,43.2,
4,24,5,3.8,16,19,65,0,0,66,213.9883041,86.4,
4,24,6,3.7,2,16,69,0,1,66,25.35735736,11.4,
4,24,7,3.5,2,19,72,0.174,2,66,25.59492063,12,
